formula,standard_ltl,model,approach,initial_response,refined_response
"LAnd(Always(Not(LAnd(AtomicProposition(""a""),AtomicProposition(""b"")))),Always(LOr(AtomicProposition(""a""),AtomicProposition(""b""))))",G(!(a & b)) & G(a | b),gemini-1.5-pro,few_shot,"LTL Formula: Always(LImplies(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2"")), Next(AtomicProposition(""x1""))))
Positive trace: [x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
FALSIFYING: [x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = TRUE]
",
"Until(Not(AtomicProposition(""a"")), AtomicProposition(""b""))",(!a) U b,gemini-1.5-pro,few_shot,"LTL Formula: Eventually(AtomicProposition(""x1"")) Unless AtomicProposition(""x2"")
Positive trace: [x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
FALSIFYING: [x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE]
",
"LOr(Until(AtomicProposition(""a""), AtomicProposition(""b"")),Always(AtomicProposition(""a"")))",(a U b) | G(a),gemini-1.5-pro,few_shot,"LTL Formula: Always(AtomicProposition(""x1""))
Positive trace: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
",
"Until(Not(AtomicProposition(""p"")), Until(AtomicProposition(""p""), Until(Not(AtomicProposition(""p"")), Until(AtomicProposition(""p""), Always(Not(AtomicProposition(""p"")))))))",!p U (p U (!p U (p U G(!p)))),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(LImplies(AtomicProposition(""x1""), AtomicProposition(""x2"")))
Positive trace: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = FALSE]
FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
",
"Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))",G!(x1 & x2),gemini-1.5-pro,few_shot,"LTL Formula: Until(AtomicProposition(""x1""), AtomicProposition(""x2""))
Positive trace: [x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = TRUE]
FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
",
"Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))",G!(x1 & x2),gemini-1.5-pro,few_shot,"LTL Formula: LAnd(Eventually(AtomicProposition(""x1"")), Eventually(AtomicProposition(""x2"")))
Positive trace: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE]
FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
",
"Always(Not(LAnd(AtomicProposition(""x1""),LOr(LOr(AtomicProposition(""x2""),AtomicProposition(""x3"")),AtomicProposition(""x4"")))))",G!(x1 & (x2 | x3 | x4)),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(AtomicProposition(""x1""))
Positive trace: [x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE]
FALSIFYING: [x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE]
",
"Always(Not(LAnd(AtomicProposition(""x1""),LOr(AtomicProposition(""x2""),AtomicProposition(""x1"")))))",G!(x1 & (x2 | x1)),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(AtomicProposition(""a""))
Positive trace: [a = FALSE];[a = TRUE]
FALSIFYING: [a = FALSE];[a = FALSE]
",
"Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))",G!(x1 & x2),gemini-1.5-pro,few_shot,"LTL Formula: Always(LImplies(AtomicProposition(""a""), Next(AtomicProposition(""b""))))
Positive trace: [a = TRUE, b = FALSE];[a = FALSE, b = TRUE];[a = TRUE, b = TRUE]
FALSIFYING: [a = TRUE, b = FALSE];[a = TRUE, b = FALSE];[a = FALSE, b = TRUE]
",
"Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))",G!(x1 & x2),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(AtomicProposition(""x1""))
Positive trace: [x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
FALSIFYING: [x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE]
",
"LImplies(AtomicProposition(""x1""),Next(Until(AtomicProposition(""x2""), LAnd(AtomicProposition(""x3""),AtomicProposition(""x4"")))))",x1 -> X(x2 U (x3 & x4)),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(AtomicProposition(""x1""))
Positive trace: [x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
FALSIFYING: [x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = TRUE]
",
"Eventually(LImplies(AtomicProposition(""x1""),Eventually(Not(AtomicProposition(""x1"")))))",F(x1 -> F(!x1)),gemini-1.5-pro,few_shot,"LTL Formula: Always(LOr(AtomicProposition(""x1""), AtomicProposition(""x2"")))
Positive trace: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = TRUE]
FALSIFYING: [x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
",
"LAnd(Until(AtomicProposition(""r""), AtomicProposition(""b"")),Always(AtomicProposition(""r"")))",(r U b) & G(r),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(AtomicProposition(""a""))
Positive trace: [a = FALSE];[a = TRUE]
FALSIFYING: [a = FALSE];[a = FALSE]
",
"LAnd(AtomicProposition(""r""),Not(Next(AtomicProposition(""b""))))",r & !X(b),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2"")))
Positive trace: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = TRUE]
FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = FALSE]
",
"Always(LImplies(AtomicProposition(""r""),Next(LAnd(Not(AtomicProposition(""r"")),Next(AtomicProposition(""r""))))))",G(r -> X(!r & X(r))),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(AtomicProposition(""a""))
Positive trace: [a = FALSE];[a = TRUE]
FALSIFYING: [a = FALSE];[a = FALSE]
",
"LAnd(Until(AtomicProposition(""r""), AtomicProposition(""b"")),Always(AtomicProposition(""r"")))",(r U b) & G(r),gemini-1.5-pro,few_shot,"LTL Formula: Always(AtomicProposition(""x1""))
Positive trace: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
FALSIFYING: [x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
",
"LAnd(AtomicProposition(""r""),Not(Next(AtomicProposition(""b""))))",r & !X(b),gemini-1.5-pro,few_shot,"LTL Formula: Always(AtomicProposition(""x1""))
Positive trace: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
FALSIFYING: [x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
",
"Always(Not(AtomicProposition(""r"")))",G(!r),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(AtomicProposition(""a""))
Positive trace: [a = FALSE];[a = TRUE]
FALSIFYING: [a = FALSE];[a = FALSE]
",
"Always(LImplies(AtomicProposition(""x1""),LAnd(Next(Not(AtomicProposition(""x1""))),Next(Next(AtomicProposition(""x1""))))))",G(x1 -> X(!x1) & X(X(x1))),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(AtomicProposition(""x1""))
Positive trace: [x1 = FALSE];[x1 = TRUE]
FALSIFYING: [x1 = FALSE];[x1 = FALSE]
",
"Until(Not(AtomicProposition(""x1"")), LAnd(AtomicProposition(""x1""),Next(Always(Not(AtomicProposition(""x1""))))))",(!x1) U (x1 & X(G(!x1))),gemini-1.5-pro,few_shot,"LTL Formula: Globally(LImplies(AtomicProposition(""x1""), Next(AtomicProposition(""x2""))))
Positive trace: [x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE]
FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE]
",
"Not(Eventually(LAnd(LAnd(AtomicProposition(""x1""),Next(AtomicProposition(""x1""))),Next(Next(AtomicProposition(""x1""))))))",!F(x1 & X(x1) & X(X(x1))),gemini-1.5-pro,few_shot,"LTL Formula: Release(AtomicProposition(""x1""), AtomicProposition(""x2""))
Positive trace: [x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = TRUE]
FALSIFYING: [x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
",
"Always(LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2""))))",G(x1-> F(x2)),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(AtomicProposition(""x1""))
Positive trace: [x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
FALSIFYING: [x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = TRUE]
",
"LAnd(Until(AtomicProposition(""r""), Not(AtomicProposition(""r""))),Always(LImplies(Not(AtomicProposition(""r"")),Always(Not(AtomicProposition(""r""))))))",(r U !r) & (G(!r -> G(!r))),gemini-1.5-pro,few_shot,"LTL Formula: Globally(LImplies(AtomicProposition(""x1""), Next(AtomicProposition(""x2""))))
Positive trace: [x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE]
FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE]
",
"Always(Eventually(AtomicProposition(""r"")))",G(F(r)),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(LImplies(AtomicProposition(""a""), AtomicProposition(""b"")))
Positive trace: [a = FALSE, b = FALSE];[a = TRUE, b = TRUE]
FALSIFYING: [a = TRUE, b = FALSE];[a = TRUE, b = FALSE];[a = TRUE, b = FALSE]
",
"LImplies(AtomicProposition(""x1""),Next(Next(Next(AtomicProposition(""x1"")))))",x1 -> X(X(X(x1))),gemini-1.5-pro,few_shot,"LTL Formula: Until(AtomicProposition(""a""), AtomicProposition(""b""))
Positive trace: [a = FALSE, b = TRUE];[a = FALSE, b = FALSE];[a = FALSE, b = FALSE]
FALSIFYING: [a = TRUE, b = FALSE];[a = TRUE, b = FALSE];[a = TRUE, b = FALSE]
",
"Next(Next(Eventually(Next(AtomicProposition(""r"")))))",X(X(F(X(r)))),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(AtomicProposition(""x1""))
Positive trace: [x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
FALSIFYING: [x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE]
",
"LImplies(Eventually(AtomicProposition(""r"")),Always(AtomicProposition(""b"")))",F(r) -> G(b),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(LImplies(AtomicProposition(""a""), AtomicProposition(""b"")))
Positive trace: [a = FALSE, b = FALSE];[a = TRUE, b = TRUE]
FALSIFYING: [a = TRUE, b = FALSE];[a = TRUE, b = FALSE];[a = TRUE, b = FALSE]
",
"LAnd(Until(AtomicProposition(""r""), AtomicProposition(""b"")),Always(AtomicProposition(""r"")))",(r U b) & G(r),gemini-1.5-pro,few_shot,"LTL Formula: LImplies(Eventually(AtomicProposition(""a"")), Always(AtomicProposition(""b"")))
Positive trace: [a = FALSE, b = TRUE];[a = FALSE, b = TRUE];[a = FALSE, b = TRUE]
FALSIFYING: [a = FALSE, b = TRUE];[a = TRUE, b = TRUE];[a = FALSE, b = FALSE]
",
"Always(LImplies(AtomicProposition(""r""),LAnd(Next(Not(AtomicProposition(""r""))),Next(Next(AtomicProposition(""r""))))))",G(r -> X(!r) & X(X(r))),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(AtomicProposition(""x1""))
Positive trace: [x1 = FALSE];[x1 = TRUE]
FALSIFYING: [x1 = FALSE];[x1 = FALSE]
",
"Always(LImplies(AtomicProposition(""r""),Not(Next(AtomicProposition(""g"")))))",G(r -> !X(g)),gemini-1.5-pro,few_shot,"LTL Formula: Always(AtomicProposition(""x1""))
Positive trace: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
FALSIFYING: [x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
",
"Eventually(LAnd(AtomicProposition(""b""),Next(Eventually(AtomicProposition(""b"")))))",F(b & X(F(b))),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(AtomicProposition(""x1""))
Positive trace: [x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
FALSIFYING: [x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE]
",
"LAnd(AtomicProposition(""x1""),Always(LImplies(AtomicProposition(""x1""),Next(LAnd(Not(AtomicProposition(""x1"")),Next(AtomicProposition(""x1"")))))))",x1 & G(x1 -> X(!x1 & X(x1))),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(AtomicProposition(""a""))
Positive trace: [a = FALSE];[a = TRUE]
FALSIFYING: [a = FALSE];[a = FALSE]
",
"Until(Not(AtomicProposition(""x1"")), LAnd(AtomicProposition(""x1""),Always(Not(Next(AtomicProposition(""x1""))))))",!x1 U (x1 & G(!X(x1))),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(AtomicProposition(""x1""))
Positive trace: [x1 = FALSE];[x1 = TRUE]
FALSIFYING: [x1 = FALSE];[x1 = FALSE]
",
"Always(LImplies(LOr(Not(AtomicProposition(""x1"")),AtomicProposition(""x2"")),Next(Not(AtomicProposition(""x3"")))))",G((!x1 | x2) -> X(!x3)),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(AtomicProposition(""x1""))
Positive trace: [x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
FALSIFYING: [x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = TRUE]
",
"Always(LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2""))))",G(x1 -> F(x2)),gemini-1.5-pro,few_shot,"LTL Formula: Always(LImplies(LNot(AtomicProposition(""x1"")), AtomicProposition(""x2"")))
Positive trace: [x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = TRUE]
FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
",
"Always(LImplies(AtomicProposition(""x1""),Next(AtomicProposition(""x2""))))",G(x1 -> X(x2)),gemini-1.5-pro,few_shot,"LTL Formula: Always(AtomicProposition(""x1""))
Positive trace: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
",
"Always(LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2""))))",G(x1 -> F(x2)),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(LImplies(AtomicProposition(""a""), AtomicProposition(""b"")))
Positive trace: [a = FALSE, b = FALSE];[a = TRUE, b = TRUE]
FALSIFYING: [a = TRUE, b = FALSE];[a = TRUE, b = FALSE];[a = TRUE, b = FALSE]
",
"Always(LAnd(AtomicProposition(""x1""),Not(AtomicProposition(""x2""))))",G(x1 & !x2),gemini-1.5-pro,few_shot,"LTL Formula: Always(LOr(AtomicProposition(""x1""), AtomicProposition(""x2"")))
Positive trace: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = TRUE]
FALSIFYING: [x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
",
"LImplies(LAnd(AtomicProposition(""x1""),Not(AtomicProposition(""x2""))),Next(AtomicProposition(""x1"")))",(x1 & !x2) -> X(x1),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(LImplies(AtomicProposition(""a""), AtomicProposition(""b"")))
Positive trace: [a = FALSE, b = FALSE];[a = TRUE, b = TRUE]
FALSIFYING: [a = TRUE, b = FALSE];[a = TRUE, b = FALSE];[a = TRUE, b = FALSE]
",
"LImplies(LAnd(Not(AtomicProposition(""x1"")),AtomicProposition(""x2"")),Eventually(AtomicProposition(""x3"")))",(!x1 & x2) -> F(x3 ),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(AtomicProposition(""a""))
Positive trace: [a = FALSE];[a = TRUE]
FALSIFYING: [a = FALSE];[a = FALSE]
",
"LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2"")))",x1 -> F(x2),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(LOr(AtomicProposition(""x1""), AtomicProposition(""x2"")))
Positive trace: [x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE]
FALSIFYING: [x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE]
",
"LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2"")))",x1 -> F(x2),gemini-1.5-pro,few_shot,"LTL Formula: Always(AtomicProposition(""x1""))
Positive trace: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
",
"LImplies(AtomicProposition(""x1""),AtomicProposition(""x2""))",x1 -> x2,gemini-1.5-pro,few_shot,"LTL Formula: Always(AtomicProposition(""x1""))
Positive trace: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
FALSIFYING: [x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
",
"LImplies(AtomicProposition(""x1""),Until(AtomicProposition(""x2""), AtomicProposition(""x3"")))",x1 -> (x2 U x3),gemini-1.5-pro,few_shot,"LTL Formula: Always(AtomicProposition(""x1""))
Positive trace: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
FALSIFYING: [x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
",
"LImplies(AtomicProposition(""x1""),Until(AtomicProposition(""x2""), AtomicProposition(""x3"")))",x1 -> (x2 U x3),gemini-1.5-pro,few_shot,"LTL Formula: Always(AtomicProposition(""x1""))
Positive trace: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
FALSIFYING: [x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
",
"LImplies(AtomicProposition(""x1""),Until(AtomicProposition(""x2""), AtomicProposition(""x3"")))",x1 -> (x2 U x3),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(AtomicProposition(""x1""))
Positive trace: [x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
FALSIFYING: [x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE]
",
"Always(AtomicProposition(""x1""))",G (x1),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(AtomicProposition(""a""))
Positive trace: [a = FALSE];[a = TRUE]
FALSIFYING: [a = FALSE];[a = FALSE]
",
"Always(LImplies(AtomicProposition(""x1""),Always(Eventually(AtomicProposition(""x2"")))))",G (x1 -> G(F(x2))),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(AtomicProposition(""a""))
Positive trace: [a = FALSE];[a = TRUE]
FALSIFYING: [a = FALSE];[a = FALSE]
",
"Always(Eventually(AtomicProposition(""x1"")))",G (F(x1)),gemini-1.5-pro,few_shot,"LTL Formula: Until(AtomicProposition(""a""), AtomicProposition(""b""))
Positive trace: [a = FALSE, b = TRUE]
FALSIFYING: [a = FALSE, b = FALSE];[a = TRUE, b = FALSE];[a = FALSE, b = FALSE]
",
"Always(LImplies(AtomicProposition(""x1""),Always(Eventually(AtomicProposition(""x2"")))))",G (x1 -> G(F(x2))),gemini-1.5-pro,few_shot,"LTL Formula: Always(LImplies(AtomicProposition(""a""), Next(AtomicProposition(""b""))))
Positive trace: [a = FALSE, b = FALSE];[a = FALSE, b = TRUE];[a = TRUE, b = TRUE]
FALSIFYING: [a = FALSE, b = FALSE];[a = TRUE, b = FALSE];[a = FALSE, b = TRUE]
",
"Always(LImplies(AtomicProposition(""x1""),Always(Until(Not(AtomicProposition(""x2"")), AtomicProposition(""x3"")))))",G(x1 -> G(!x2 U x3)),gemini-1.5-pro,few_shot,"LTL Formula: Always(AtomicProposition(""a""))
Positive trace: [a = TRUE];[a = TRUE];[a = TRUE]
FALSIFYING: [a = TRUE];[a = FALSE];[a = TRUE]
",
"Always(LImplies(AtomicProposition(""x1""),Always(Eventually(AtomicProposition(""x2"")))))",G (x1 -> G(F(x2))),gemini-1.5-pro,few_shot,"LTL Formula: Always(AtomicProposition(""x1""))
Positive trace: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
FALSIFYING: [x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = TRUE]
",
"Always(LImplies(AtomicProposition(""x1""),AtomicProposition(""x2"")))",G (x1 -> x2),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(AtomicProposition(""x1""))
Positive trace: [x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
FALSIFYING: [x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE]
",
"Always(LImplies(AtomicProposition(""x1""),Always(Eventually(AtomicProposition(""x2"")))))",G(x1 -> G(F(x2))),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(AtomicProposition(""x1""))
Positive trace: [x1 = FALSE];[x1 = TRUE]
FALSIFYING: [x1 = FALSE];[x1 = FALSE]
",
"Always(LImplies(Not(AtomicProposition(""x2"")),Not(AtomicProposition(""x1""))))",G ( !x2 -> !x1 ),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(AtomicProposition(""x1""))
Positive trace: [x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
FALSIFYING: [x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE]
",
"Always(LImplies(LAnd(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2"")),AtomicProposition(""x3"")),Until(AtomicProposition(""x1""), AtomicProposition(""x4""))))",G(x1 & x2 & x3 -> (x1 U x4)),gemini-1.5-pro,few_shot,"LTL Formula: Globally(LImplies(AtomicProposition(""x1""), Next(AtomicProposition(""x2""))))
Positive trace: [x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE]
FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE]
",
"LImplies(Always(Eventually(AtomicProposition(""x1""))),Always(Eventually(AtomicProposition(""x2""))))",G(F(x1)) -> G(F(x2)),gemini-1.5-pro,few_shot,"LTL Formula: Always(AtomicProposition(""x1"")) And Eventually(AtomicProposition(""x2""))
Positive trace: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE]
",
"Eventually(Always(AtomicProposition(""x1"")))",F(G(x1)),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2"")))
Positive trace: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = TRUE]
FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = FALSE]
",
"Always(Eventually(AtomicProposition(""x1"")))",G(F(x1)),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(AtomicProposition(""a""))
Positive trace: [a = FALSE];[a = TRUE]
FALSIFYING: [a = FALSE];[a = FALSE]
",
"Always(Not(LAnd(AtomicProposition(""x1""),Not(AtomicProposition(""x2"")))))",G!(x1 & !x2),gemini-1.5-pro,few_shot,"LTL Formula: Release(AtomicProposition(""x1""), AtomicProposition(""x2""))
Positive trace: [x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = TRUE]
FALSIFYING: [x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE]
",
"Always(LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2""))))",G(x1 -> F(x2)),gemini-1.5-pro,few_shot,"LTL Formula: Always(AtomicProposition(""x1""))
Positive trace: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
",
"Always(Eventually(AtomicProposition(""x1"")))",G(F(x1)),gemini-1.5-pro,few_shot,"LTL Formula: LAnd(AtomicProposition(""x1""), AtomicProposition(""x2""))
Positive trace: [x1 = TRUE, x2 = TRUE]
FALSIFYING: [x1 = TRUE, x2 = FALSE]
",
"Eventually(Always(AtomicProposition(""x1"")))",F(G(x1)),gemini-1.5-pro,few_shot,"LTL Formula: Eventually(AtomicProposition(""a""))
Positive trace: [a = FALSE];[a = TRUE]
FALSIFYING: [a = FALSE];[a = FALSE]
",
"LImplies(Always(Eventually(AtomicProposition(""x1""))),Always(Eventually(AtomicProposition(""x2""))))",G(F(x1)) -> G(F(x2)),gemini-1.5-pro,few_shot,"LTL Formula: Always(AtomicProposition(""x1""))
Positive trace: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
",
"Always(LImplies(LAnd(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2"")),AtomicProposition(""x3"")),Until(AtomicProposition(""x2""), AtomicProposition(""x4""))))",G (x1 & x2 & x3 -> (x2 U x4)),gemini-1.5-pro,few_shot,"LTL Formula: Always(AtomicProposition(""x1""))
Positive trace: [x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
FALSIFYING: [x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = FALSE]
",
